fecha,hora_declarada,modelo,total_abordo,pasajeros_a_bordo,tripulacion_a_bordo,total_fallecidos,pasajeros_fallecidos,tripulacion_fallecidos,resumen,pais,tipo_operador,tipo_modelo
1967-05-15,00:00,Curtiss C-46T,4,2,2,4,2,2,crashed short runway whiteout conditions improper procedures crew whiteout weather conditions,Canada,Comerciales,Avion
1967-05-19,18:00,Douglas DC-8-54F,3,0,3,3,0,3,plane rolled right crashed inverted failure abandon training maneuver conditions precluded availability adequate flight control,Canada,Comerciales,Avion
1967-06-03,23:00,Douglas C54A,88,83,5,88,83,5,crashed mountain attempting land series errors crew due intoxication carbon monoxide fumes difficulty communication atc crew due lack phraseology,France,Comerciales,Avion
1967-06-04,10:00,Canadair C-4 Argonaut,84,79,5,72,69,3,aircraft crashed landing attempt loss power starboard engines resulting control difficulties fuel starvation due inadvertent fuel transfer inadvertent fuel transfer flight scale sufficient involve risk long flight emptying tank expected contain sufficient fuel occur fuel selector levers cockpit type aircraft incorrectly positioned even small amount easy difficult pilot recognize,England,Comerciales,Avion
1967-06-11,00:00,Douglas DC-3,18,15,3,17,14,3,crashed final approach,Saudi Arabia,Comerciales,Avion
1967-06-12,00:00,Douglas DC-3A-197D,4,0,4,3,0,3,crashed residential neighborhood attempting return airport following engine failure,Mexico,Comerciales,Avion
1967-06-12,17:00,Bristol 170 Freighter 31E,2,0,2,2,0,2,pilot attempted overshoot maneuver following stoppage port engine low speed minimum control speed resulting uncontrollable turn towards airport buildings,Ireland,Comerciales,Avion
1967-06-15,05:00,Douglas C-47,25,20,5,20,16,4,pilot became lost ran fuel crashing swamp wreckage found jungle 10 days later,Brazil,Militares,Avion
1967-06-17,19:00,Lockheed C-130B,56,49,7,35,35,0,plane crashed aborted takeoff caused plane break apart catch fire,Vietnam,Militares,Avion
1967-06-23,13:00,BAC One Eleven 204AF,34,30,4,34,30,4,flight crashed inflight fire destroyed pitch control systems incorrect installation valve caused hot air ignite hydraulic fluid fire resulted engine bleed air flowing back malfunctioning nonreturn valve open air delivery valve auxiliary power unit reverse direction exiting plenum chamber temperatures sufficiently high cause acoustics linings ignite,EE.UU,Comerciales,Avion
1967-06-23,09:00,Bell UH-1B / Sikorsky CH53A helicopters,35,0,0,22,0,0,midair collision occurred two aircraft attempted land new river marine corps air facility located grounds camp le jeunetower personnel continuously monitor approach ch53 order take positive action prevent midair collision,EE.UU,Militares,Avion
1967-06-24,00:00,Douglas DC-3,17,14,3,16,13,3,crashed en route,Saudi Arabia,Comerciales,Avion
1967-07-06,18:00,Fokker F-27 Friendship 100,21,17,4,21,17,4,crashed mountain poor weather pilot error decision fly vfr rugged terrain ifr conditions,Philippines,Comerciales,Avion
1967-07-19,11:00,Boeing B-727-22 / Cessna 310,82,77,5,82,77,5,midair collision b727 climbing away asheville airport hit cessna 8 miles airport 6000 feet seventynine b727 3 cessna killed deviation ifr clearance cessna pilot confusing transmission atc lack secondary surveillance radar john mcnaughton navy secretary designate killed along wife son,EE.UU,Privados,Avion
1967-07-25,10:00,Douglas DC-3,16,13,3,16,13,3,struck mountain phou pha bon range holding pattern encountered strong turbulence downdrafts,Laos,Comerciales,Avion
1967-07-25,00:00,Douglas DC-3,18,15,3,18,15,3,crashed en route,Laos,Comerciales,Avion
1967-09-05,02:00,Ilyushin IL-18,69,61,8,37,33,4,unable maintain altitude taking aircraft crashed 4000 feet past runway burned cause unknown,Canada,Comerciales,Avion
1967-10-08,09:00,Lockheed C130B,23,18,5,23,18,5,aircraft struck mountain 1700 ft exploded disintegrated 10 minutes taking da nang,Vietnam,Militares,Avion
1967-10-12,07:00,de Havilland Comet 4B,66,59,7,66,59,7,flying fl 290 aircraft destroyed detonation high explosive device within cabin seat 4a 5a severly damaged aircraft causing go control structurally break fl150,Greece,Comerciales,Avion
1967-10-24,00:00,Douglas DC-3,16,13,3,16,13,3,crashed en route,Vietnam,Comerciales,Avion
1967-11-03,11:00,Handley Page HPR-7 Herald 214,25,20,5,21,16,5,crashed hill approach improper procedures used crew,Brazil,Comerciales,Avion
1967-11-04,22:00,Sud Aviation Caravelle 10R,37,30,7,37,30,7,aircraft descended low flew southern slope black hill descended assigned altitude reasons unknown actress june thorburn 36 killed,England,Comerciales,Avion
1967-11-05,10:00,Convair CV-880-22M-3,127,116,11,1,1,0,shortly reaching v1 nose gear tire blew causing severe vibration crew aborted takeoff overran runway sea loss directional control developing separation right nose wheel tread inability stop within normally adequate runway distance available due use differential braking impaired performance increase tail wind component aircraft weight used calculating aircrafts acceleration stoping performance,China,Comerciales,Avion
1967-11-06,18:00,Boeing B-707-131,36,29,7,1,1,0,takeoff roll loud bang heard aircraft passed delta plane takeoff aborted aircraft overran runway crashed burned inability twa crew abort successfully takeoff speed attained prior attempted abort abort understandably initiated first officers belief plane collided delta aircraft stopped runway contributing factor action delta crew advising tower plane clear runway without carefully ascertaining facts fact aircraft safe distance circumstances another aircraft taking runway,EE.UU,Comerciales,Avion
1967-11-16,21:00,Ilyushin IL-18B,107,99,8,107,99,8,plane climbed 700 ft crashed ground malfunctioning artificial horizon compass,Russia,Comerciales,Avion
1967-11-20,20:00,Convair CV-880-22-1,82,75,7,70,65,5,aircraft struck tree short runway approach snow procedural errors crew approach adverse weather visual approach conducted night deteriorating weather conditions without adequate altimeter crossreference approach conducted using visual reference partially lighted irregular terrain may conducive producing illusionary sense adequate terrain clearance,EE.UU,Comerciales,Avion
1967-11-30,14:00,de Havilland Canada C-7A Caribou,26,22,4,26,22,4,aircraft crashed burned slope mountain light rain low visibility diverted nhatrang scheduled landing qui nhon,Vietnam,Militares,Avion
1967-12-07,00:00,Douglas DC-3,12,2,10,10,2,8,cargo plane crashed inverted river,Laos,Comerciales,Avion
1967-12-08,00:00,Douglas DC-C-54A,72,66,6,72,66,6,plane flew 10500 ft carpish mountain30 miles tingo maria,Peru,Comerciales,Avion
1967-12-10,15:00,Beechcraft 18H,8,7,1,7,6,1,twin engine aircraft went spin crashed icy waters lake monona heavy fog sank plane three miles landing madison cause undetermined singer otis redding 26 killed along vallet four members barkays band trumpet player ben cauley survivor,EE.UU,Privados,Avion
1967-12-21,16:00,Douglas C-47A,2,0,2,2,0,2,cargo plane crashed takeoff failure crew perform pretakeoff control check resulting takeoff elevators immobilized control batten,EE.UU,Comerciales,Avion
1967-12-25,13:00,Douglas DC-3,31,28,3,4,2,2,poor weather flyby pilot requested runway 18 approach pilot decided make visual approach along middle 3 diverging roads aligned runway fog pilot began approach along third road extended royal thai air force fuel storage instead runway 18 aircraft got close ground pilot realized approaching wrong road tried initiate goaround aircraft became unstable raised nose slipped left stalled plane no1 engine hit ground first 200 meters airport,Thailand,Comerciales,Avion
1967-12-30,08:00,Antonov AN-24B,51,46,5,44,41,3,approach airplane high glide slope altitude 250 4 km runway crew added takeoff power performed missed approach simultaneously right engine lost power crew tried feather propeller aircraft lost altitude rolled 40 degrees right struck snowcovered field 500 runway,Latvia,Comerciales,Avion
1968-01-06,18:00,Antonov An-24B,46,39,6,45,39,6,entered uncontrolled descent crashed 92 km olekminsk cause accident could determined,Russia,Comerciales,Avion
1968-01-08,17:00,Sikorsky CH-53A (helicopter),42,37,5,42,37,5,crashed mountain south dong ha airfield,Vietnam,Militares,Helicoptero
1968-01-10,14:00,Douglas C-54P,19,12,7,19,12,7,aircraft hit mt tobin 300 ft peak slid 1000 ft side mountain turbulent conditions caused uncontrolled descent salt lake control center response vector request informed crew storm cells reports icing along airway used result pilot unaware turbulence encountered would hazardous worse predicted time takeoff turbulent conditions apparently caused uncontrolled descent aircraft ground pilot technically qualified type aircraft aware general weather conditions discontinued flight,EE.UU,Militares,Avion
1968-01-15,07:00,Douglas DC-3,4,0,4,4,0,4,ice accretion lifting surface aircraft accompanied moderate severe turbulence resulted loss aircraft control pilot tried regain control aircraft lifting surfaces loaded beyond approved design limits brought disintegration main parts aircraft air subsequent impact ground,Egypt,Comerciales,Avion
1968-02-07,05:00,Boeing B-707-138B,61,52,9,1,0,1,visual reference lost fog flare prior touchdown aircraft overran runway collided parked aircraft vehicles two buildings failure evaluate existing terminal weather information discontinue attempt land,Canada,Comerciales,Avion
1968-02-07,15:00,Antonov AN-12BP,102,98,4,102,98,4,vanished without trace himalayas en route remains one victim plane found rohtang pass august 2003 wreckage remains would found august 2005 cause unknown believed premature descent due bad weather resulting collision mountain july 15 2012 debris found dakka glacier mountaineers,India,Militares,Avion
1968-02-16,21:00,Boeing B-727-92C,63,52,11,21,18,3,aircraft descended glideslope struck trees house short runway night poor weather pilot qualified fly,Taiwan,Comerciales,Avion
1968-02-24,00:00,Douglas DC-3,37,34,3,37,34,3,crashed mekong river engine failure,Laos,Comerciales,Avion
1968-02-29,22:00,Ilyushin IL-18D,84,75,9,83,74,9,emergency situation emergency descent plane broke apart fl100 crashed one passenger survived fuel leak,Russia,Comerciales,Avion
1968-03-05,08:00,Fairchild C-123K,49,45,4,49,45,4,aircraft attempted goaround small plane landed front shot enemy ground fire plane hit right turbine crashed flames,Vietnam,Militares,Avion
1968-03-08,19:00,Fairchild F-27,14,10,4,14,10,4,cashed sea inflight structural failure due air loads exceeding design strength flying thunderstorm cell,Philippines,Comerciales,Avion
1968-03-24,10:00,Vickers Viscount 803,61,57,4,61,57,4,aircraft believed gone spin spiral dive recovery 12000 ft dive apparently caused structural damage resulted aircraft plunging st georges channel 10 miles east carnsore point possible causal factors may metal fatigue corrosion flutter vibration bird strike,Ireland,Comerciales,Avion
1968-03-27,17:00,McDonnell Douglas DC-9 and Cessna 150F,51,45,6,2,1,1,midair collision planes landing pattern collision resulted damage dc9s wing fuel pouring plane able make safe landing two killed cessna one killed dc9 inadequacy current vfr standards dc9 crew sighting cessna time avoid congested traffic pattern,EE.UU,Privados,Avion
1968-03-27,10:00,MiG-15 UTI,2,0,2,2,0,2,soviet cosmonaut yuri gagarin 34 first man space killed along instructor military fighter training crashed approximately 30 miles east moscow,Russia,Militares,Avion
1968-04-08,15:00,Boeing B-707-465,127,116,11,5,4,1,shortly leaving runway takeoff 2 engine caught fire confusion crew pull fire shutoff handle fire continued burn attempting land 2 engine fell away plane came stop wing tank exploded,England,Comerciales,Avion
1968-04-08,00:00,Douglas DC-3,36,33,3,36,33,3,crashed approach 5 minutes destination failure right wing due turbulence,Chile,Comerciales,Avion
1968-04-10,00:00,Douglas DC-3,18,14,4,18,14,4,operating inaugural flight aircraft crashed mountain en route getting lost,Mexico,Comerciales,Avion
1968-04-19,10:00,Bell UH-1H / Bell UH-1H (helicopter),26,0,0,26,0,0,midair collision occurred two helicopters 1000 ft altitude,Vietnam,Militares,Helicoptero
1968-04-20,20:00,Boeing B-707-344C,128,116,12,123,111,12,aircraft took j g strijdom airport climbed altitude 600 ft descended crashing one minute taking 3 miles runway procedural errors takeoff takeoff conditions total darkness external visual reference stabilizer trim improperly set spatial disorientation preoccupation takeoff duties,Namibia,Comerciales,Avion
1968-04-30,00:00,Lockheed Martin L-100-10,22,18,4,22,18,4,crashed en route encountering turbulence possibly leading breakup aircraft,Pakistan,Militares,Avion
1968-05-03,15:00,Lockheed L188A Electra,85,80,5,85,80,5,flight houston dallas airliner flew thunderstorms attempting turn around making right hand turn winds lifted port wing forcing starboard wing past 90 degrees stall resulted unusual attitude pitching nose recovery maneuver starboard wing overstressed separating aircraft followed tail engines aircraft crashed field pilots decision penetrate line thunderstorms severe weather visual perception pilot may reduced near lightning strike,EE.UU,Comerciales,Avion
1968-05-12,07:00,Lockheed C-130B Hercules,155,149,6,155,149,6,shot enemy fire attempting evacuate kham duc civilians aircraft shook violently crashed burst flames ravine end airstrip,Vietnam,Militares,Avion
1968-05-22,16:00,Sikorsky S-61L helicopter,23,20,3,23,20,3,helicopter suddenly descended ground erratic action main rotor blades burst flames faulty main rotor blade damper caused one rotor blades detach reasons undetermined strike fuselage,EE.UU,Comerciales,Helicoptero
1968-05-28,02:00,Convair CV-990-30A-5,29,15,14,29,15,14,aircraft crashed nearly vertical attitude 5 minutes takeoff 20 nm airport,India,Comerciales,Avion
1968-06-12,00:00,Boeing B-707-321C,63,53,10,6,5,1,crashed 1200 meters short runway hit tree caught fire heavy rain night approach improper ifr operation misused failed use flaps descended decision height aircraft named clipper caribbean,India,Comerciales,Avion
1968-06-18,16:00,Piaggio PD-808,6,5,1,6,5,1,aircraft flew side mt jaiskibel turning wrong direction,Spain,Comerciales,Avion
1968-06-25,07:00,Bell UH-1H / Bell UH-1H / Bell UH-1H,29,0,0,29,0,0,midair collision three helicopters 900 ft 6616202 6616592 6616601,Vietnam,Militares,Avion
1968-06-28,12:00,Douglas DC-3 (C-47-DL),27,23,4,1,1,0,passenger inadvertentlly opened air stair door flight safety chain failed passenger fell,EE.UU,Comerciales,Avion
1968-07-03,00:00,Airspeed AS.57 Ambassador 2,8,0,8,6,0,6,cargo planes left wing struck ground plane struck two planes burst flames came rest back near building failure port flap operating rod due fatigue permitting port flaps retract resulted rolling moment port could controlled,England,Comerciales,Avion
1968-07-08,00:00,Convair CV-340-68B,11,8,3,11,8,3,crashed third aborted landing attempt poor visibility blowing dust failure captain maintain minimum altitude reasons unknown poor judgement pilot attempting fourth landing,Saudi Arabia,Comerciales,Avion
1968-07-13,00:00,Boeing 707-329C,7,2,5,7,2,5,cargo plane descended mimimum safe altitude struck trees crashed,Nigeria,Comerciales,Avion
1968-07-15,00:00,Curtiss C-46C,3,0,3,3,0,3,struck mountain,Brazil,Comerciales,Avion
1968-08-02,14:00,McDonnell Douglas DC-8,95,85,10,13,13,0,crashed approach 7 miles north runway positioning final approach means nonstandard procedure delayed detection vor radial,Italy,Comerciales,Avion
1968-08-04,08:00,Convair CV-580 / Cessna 150,15,10,5,3,2,1,midair collision cessna became embedded forward baggage compartment three person cessna killed none convair lack vfr separation inability convair crew detect cessna sufficient time take evasive action despite provided three radar traffic advisories visual detection capabalities substantially reduced heavy accumulation insect smears windshield haze smoke sun glare,EE.UU,Privados,Avion
1968-08-09,13:00,Vickers Viscount 739A,48,44,4,48,44,4,aircraft broke inflight plunging 21000 ft failure aircrafts electrical dc generator control system,Germany,Comerciales,Avion
1968-08-10,07:00,Fairchild-Hiller FH-227B,37,34,3,35,32,3,crashed approach kanawha county airport poor visibility aircraft operated vfr entered shallow fog overlying approach lights unrecognized loss altitude orientation final portion approach shallow dense fog disorientation caused rapid reduction ground guidance segment available pilot point beyond goaround could initiated,EE.UU,Comerciales,Avion
1968-08-14,09:00,Sikorsky S-61L helicopter,21,18,3,21,18,3,main rotor blade helicopter separated central hub aircraft spun destruction tail cone sheared metallurgical fault manufacture main rotor blade spindle fatigue origin area substandard hardness inadequate shot peening main rotor blade spindle,EE.UU,Comerciales,Helicoptero
1968-08-18,09:00,Antonov AN-24V,40,33,7,40,33,7,ditched mediterranean sea cause unknown,Egypt,Comerciales,Avion
1968-08-20,01:00,Hawker Siddeley HS-748-215-2,7,4,3,4,2,2,plane crashed returning airport emergency landing 1 engine failed takeoff,Venezuela,Comerciales,Avion
1968-08-31,00:00,de Havilland Canada DHC-3 Otter,6,5,1,5,4,1,crashed hill poor weather conditons flying raindeer hunters mountain location one man survived jumping plane seconds caught fire,Norway,Comerciales,Avion
1968-09-03,20:00,Ilyushin IL-18,89,82,7,47,42,5,crashed approach descending ground short runway deviation prescribed flight rules accomplish visual approach adverse weather conditions,Bulgaria,Comerciales,Avion
1968-09-08,14:00,Cessna 402 / Piper PA-28,9,7,2,2,1,1,midair collision pilot cessna failed see avoid aircraft two aboard piper killed,EE.UU,Comerciales,Avion
1968-09-11,10:00,Sud-Aviation Caravelle 3,95,89,6,95,89,6,airliner crashed mediterranean sea 10 miles south nice airport attempting emergency landing 21 minutes taking prior crash message received fire aboard rear cabin,France,Comerciales,Avion
1968-09-28,00:00,Douglas C-54B,57,55,2,57,55,2,final approach aircraft hit trees crashed village caught fire,Nigeria,Comerciales,Avion
1968-10-08,08:00,Britten-Norman BN-2 Islander,10,9,1,10,9,1,crashed rio grande de terraba 7 km west airfield attempting land,Costa Rica,Comerciales,Avion
1968-10-20,00:00,Douglas C-47A-25,19,16,3,19,16,3,tried return airport emergency landing engine failed completing last turn join approach path control lost airplane crashed field located km airport,Brazil,Comerciales,Avion
1968-10-21,06:00,Douglas C-47D,23,12,11,23,12,11,aircraft crashed en route pilot transmitted mayday reporting failure 2 engine inability feather propeller crashed 20 miles airfield intended make emergency landing,Vietnam,Militares,Avion
1968-10-25,17:00,Fairchild-Hiller FH227C,42,39,3,32,30,2,aircraft crashed moose mountain approach execution nonstandard approach premature descent crew able determine accurately position performed nonstandard instrument approach supplement navigational aids available use,EE.UU,Comerciales,Avion
1968-11-22,01:00,McDonnell Douglas DC-8-62,107,96,11,0,0,0,plane landed shallow waters san francisco bay 25 mile short runway 28l 107 people aboard safely evacuated plane without injury according ntsb captain said making coupled approach problems pressure altimeter relying accurate radio altimeter verification altitude captain looked expecting 200 feet water instead nearly water applied power late captain crosscheck raw data glideslope signals didnt realize ils oncourse position far improper application prescribed procedures execute automaticcoupled ils approach deviation prescribed procedures part due lack familiarization infrequent operation installed flight director autopilot system result japan air lines changed training procedures stress command responsibilities crew coordination transition time new type aircraft aircraft recovered san francisco bay 55 hours accident repaired united air lines facility eventually flow back japan put service many decades,EE.UU,Comerciales,Avion
1968-11-23,19:00,de Havilland Canada DHC-6 Twin Otter 200,9,7,2,9,7,2,approach airport dense fog aircraft descended prematurely left wing clipped 30 ft light pole grounds fire station 18 miles northwest runway threshold plane veered adjacent elevated western embankment freeway broke spewing flaming wreckage across six traffic lanes improper ifr operation misjudged altitude,EE.UU,Comerciales,Avion
1968-11-25,15:00,Curtiss C-46D-20-CU,28,25,3,26,23,3,crashed shortly taking one engines failed,Laos,Comerciales,Avion
1968-12-02,09:00,Fairchild F-27B,39,36,3,39,36,3,broke severe turbulence 11500 feet failure right wing weakened preexisting fatigue cracks turbulence forcast known flight crew improper maintenance incorrect weather forcast,EE.UU,Comerciales,Avion
1968-12-12,22:00,Boeing B-707-321B,51,42,9,51,42,9,en route new york city airliner crashed caribbean sea exploded descending landing maiquetia airport possible sensory illusion produced town lights upslope aircraft named clipper malay,Venezuela,Comerciales,Avion
1968-12-24,20:00,Convair CV-580,47,41,6,20,17,3,aircraft crashed trees snow 25 miles short runway instrument approach continuation descent minimum descent altitude obstructing terrain pilots looking outside establish visual reference ground improper ifr operation misread failed read instruments,EE.UU,Comerciales,Avion
1968-12-24,04:00,Lockheed L-100 Hercules,4,0,4,2,0,2,cargo plane crashed goaround attempted snowstorm pilot command continued vfr flight adverse weather conditions delayed initiating go around weather conditions drafts,EE.UU,Comerciales,Avion
1968-12-26,06:00,Boeing 707-321CF,3,0,3,3,0,3,stickshaker sounded shortly vr aircraft rotated climbed slowly right wing contacted snow covered ground 94 feet left extended centerline distance 2760 feet runway aircraft rolled inverted broke probable cause attempted takeoff flaps retracted position resulted combination factors inadequate cockpit checklist procedures b warning system inadequacy associated cold weather operations c ineffective control practices regarding manufacturers service bulletins stresses imposed upon crew attempts meet air traffic control deadline,EE.UU,Comerciales,Avion
1968-12-26,23:00,Douglas DC-3,12,10,2,12,10,2,crashed mountain blown course storm en route,Mexico,Comerciales,Avion
1968-12-27,20:00,Convair CV-580,45,41,4,27,24,3,aircraft crashed instrument approach goaround nearly inverted hangar spacial disorientation crew precipitated refraction landing approach lights transition flying ifr visual reference ground,EE.UU,Comerciales,Avion
1968-12-31,00:00,Douglas DC-3,26,22,4,26,22,4,struck slope mountain west soto la marina marginal weather,Mexico,Comerciales,Avion
1968-12-31,08:00,Vickers Viscount 720,26,21,5,26,21,5,last radio contact aircraft 1134 local 30 dme south port hedland moderate turbulence aircraft seen descending rapidly wreckage found 28 miles south port hedland accident caused crack originating bolt hole wing spar also found someone carried incorrect procedure spar forcing oversize bush housing lower spar boom resulting damage exacerbated spread hairline fracture,Australia,Comerciales,Avion
1969-01-02,12:00,Bell 205A,2,1,1,2,1,1,helicopter crashed water uncontrolled descent moisture servo cylinder vent ports froze causing pilot valves ports become inoperative causing pitch control lockup,EE.UU,Comerciales,Avion
1969-01-02,20:00,Douglas DC-3D,24,19,5,24,19,5,encountered extreme turbulence downdrafts en route near mountains,Taiwan,Comerciales,Avion
1969-01-05,01:00,Boeing B-727-113C,62,54,8,48,43,5,aircraft descended glide slope crashed trees house short runway incorrect setting flaps instruments pilot inadvertently allowing aircraft descend glide slope final stage approach land low recovery effected,England,Comerciales,Avion
1969-01-06,20:00,Convair CV-580,28,25,3,11,9,2,crashed clipping tree tops short runway light snow approach excessive descent detected corrected crew reasons unknown possibilities include altimeter failure misreading instrument approach chart,EE.UU,Comerciales,Avion
1969-01-13,19:00,McDonnell Douglas DC-8-62,45,36,9,15,12,3,aircraft approach 07r crashed santa monica bay 6 miles short runway fuselage broke 3 pieces one floated 20 hours sas authorize back course approach lax vor approach conducted without notifying controlling authority crew preoccupied landing gear light problem lack crew coordination inadequate monitoring aircraft position resulted unplanned descent water aircraft named sverre viking,EE.UU,Comerciales,Avion
1969-01-16,13:00,Douglas C-47 Skytrain (DC-3),12,9,3,12,9,3,struck mountain poor weather en route,Vietnam,Comerciales,Avion
1969-01-18,18:00,Boeing B-727-22QC,38,32,6,38,32,6,aircraft crashed santa monica bay shortly night takeoff poor weather visibility aircraft dispatched 3 generator inoperative allowed united required repair generator first airport repair facilities aircraft flew total 41 hours inoperative generator passing airports facilities repair generator soon taking crew reported fire warning 1 engine shut required reasons could determined shutting 1 engine ’ generator tripped no2 generator resulting loss electrical power aircraft following loss electrical power battery standby electrical system either activated failed function electrical power voltage level approximately 50 volts restored approximately minute half loss 2 generator duration power restoration 9 15 seconds regardless pilots functioning attitude indicators time 2 generator tripped dark outside inside reference guide pilots became spatially disoriented plane eventually went dive crashed pacific ocean 113 miles west airport sank 950 ft water accident caused loss attitude orientation night instrument departure attitude instruments disabled loss electrical power investigation able determine generator power lost b standby electrical power system either activated failed function one unproven scenario contradicted available evidence inadvertent placement battery switch position flight engineer attempts remove galley loads generator buses galley switches similar shape size located flight engineers upper panel close proximity battery switch following accident flight engineer ’ panel redesigned place guard battery switch,EE.UU,Comerciales,Avion
1969-02-18,05:00,Douglas DC-3,35,32,3,35,32,3,flight designated gamblers special flew mt whitney 11770 ft 11 miles west lone pine deviated prescribed course authorized resulting aircraft operated ifr weather conditions high mountainous terrain area lack radio navigation aids aircraft recovered 8869,EE.UU,Comerciales,Avion
1969-02-24,00:00,Handley Page Dart Herald 201,36,32,4,36,32,4,crashed experiencing engine failure takeoff plane passed wooded area bellylanded small cleared skidded creek,Taiwan,Comerciales,Avion
1969-03-05,17:00,de Havilland DH-114 Heron 2D,19,17,2,19,17,2,crashed sierra de luquillo mountains vectoring aircraft atc trainee mountainous terrain ifr conditions without adequate clearance altitude,Puerto Rico,Comerciales,Avion
1969-03-13,15:00,de Havilland DHC-6,5,4,1,1,1,0,crashed pilot experienced spatial disorientation whiteout,EE.UU,Comerciales,Avion
1969-03-16,14:00,McDonnell Douglas DC-9-32,84,74,10,84,74,10,seconds becoming airborne aircraft struck electrical power lines crashed houses la trinidad section city takeoff calculations made erroneous information faulty temperature sensor along runway san francisco giants pitcher nestor chavez 22 killed,Venezuela,Comerciales,Avion
1969-03-20,02:00,Ilyushin IL-18D,105,98,7,100,93,7,sand storm aswan area caused visibility drop 10km 23km plane made 2 missed approaches approaching third time banked right causing right wing contacted left side runway wing broke aircraft crashed flames pilot descended minimum safe altitude without runway lights clearly sight contributing factor pilot fatigue,Egypt,Comerciales,Avion
1969-03-20,06:00,Douglas DC-3,27,24,3,16,13,3,crashed landing fog aircraft operated vfr entered shallow fog overlying approach lights failure crew discontinue descent conditions minima upon reaching decision height improper ifr operation misunderstanding instructions exercising poor judgment poor crew coordination pilot fatigue,EE.UU,Comerciales,Avion
1969-04-02,16:00,Antonov AN-24V,53,48,5,53,48,5,aircraft flight warsaw cracow crashed babia gora mountains aircraft deviated normal route heavy fog unknown reasons,Poland,Comerciales,Avion
1969-04-02,12:00,Boeing Vertol CH47C (helicopter),78,73,5,24,23,1,helicopter taking vertical climb loss rotor speed aircraft touched edge ravine rolled causing rotor blades strike ground fire erupt,Vietnam,Militares,Helicoptero
1969-04-02,12:00,Curtiss C-46F,2,0,2,2,0,2,cargo aircraft crashed ocean reported fire,Bahamas,Comerciales,Avion
1969-04-07,00:00,Vickers 757 Viscount,21,17,4,1,1,0,fire left landing gear caused plane return emergency landing landing full stop control lost no1 engine loss control left main gear brakes caused aircraft circle right evacuation overheating starter selector relay starting no1 2 engines proximity wire bundle relay provided source combustion initial fire,Canada,Comerciales,Avion
1969-04-15,13:00,Lockheed EC-121M,31,25,6,31,25,6,aircraft shot sea japan two north korean mig jet fighters making reconnaissance flight,North Korea,Militares,Avion
1969-04-21,14:00,Fokker F-27 Friendship 100,44,40,4,44,40,4,aircraft crashed adverse weather conditions windshear crew tried fly thunderstorms low level lost control severe downdrafts,Pakistan,Comerciales,Avion
1969-04-24,00:00,Douglas DC-3,33,30,3,1,1,0,aircraft struck high ground engine problems required forced landing,Ghana,Comerciales,Avion
1969-05-06,13:00,Boeing Vertol CH47A (helicopter),74,69,5,30,29,1,helicopter taking landing gear became entangled wire dragged aircraft caused fall cliff,Vietnam,Militares,Helicoptero
1969-05-07,12:00,Curtiss C-46F,2,0,2,2,0,2,lifted prematurely avoid parked aircraft struck trees,EE.UU,Comerciales,Avion
1969-05-25,09:00,Fokker F-27 Friendship 600,36,31,5,1,1,0,landed short runway hit wall misjudgement pilots distance aircraft ground final phase landing approach,Italy,Comerciales,Avion
1969-06-04,08:00,Boeing B-727-64,79,72,7,79,72,7,crew descending attempting align runway plane hit high ground several kilometers airport poor weather conditions excessive speed wide radius turn took aircraft designated descent area rising terrain,Mexico,Comerciales,Avion
1969-06-05,00:00,Boeing RC-135E,19,0,19,19,0,19,vanished en route message received aircraft stating experiencing vibration declaring emergency followed crew go oxygen,EE.UU,Militares,Avion
1969-06-23,14:00,Ilyushin IL-14M / Antonov An-12BP,120,110,10,120,110,10,soviet air force plane carrying 91 paratroopers collided passenger airliner 3000 il14 pilot changed altitude without permission avoid storm clouds twentyfour killed il14 96 an12,Russia,Comerciales,Avion
1969-06-28,19:00,Ilyushin IL-14,40,35,5,40,35,5,passenger plane struck mountian 34 km talas crew error crew made right turn towards mountains instead left turn,Kyrgyzstan,Comerciales,Avion
1969-07-06,20:00,Beechcraft B-99,14,12,2,14,12,2,aircraft descended near vertical dive crashing ground unwanted change longitudinal trim resulted nose highspeed flight condition beyond physical capacity pilots overcome initiating element accident sequence could specifically determined however design aircraft flight control system conducive malfunctions flight control systems undetected crew could lead loss control,Georgia,Comerciales,Avion
1969-07-12,00:00,Douglas DC-3,35,31,4,35,31,4,collided trees cloud covered mountain summit plane 10 miles destination crashed weather poor time accident,Nepal,Comerciales,Avion
1969-07-15,06:00,de Havilland Canada DHC-6 Twin Otter 200,14,11,3,3,1,2,plane flew wake turbulence crashed pilot 12 minutes behind schedule made intersection takeoff tower warned wake turbulence recently departing jet,EE.UU,Comerciales,Avion
1969-07-25,17:00,De Havilland DH-104 Dove,13,11,2,1,1,0,sightseeing flight collided trees experiencing engine failure failure valve assembly pilotincommand exercised poor judgment unwarranted low flying,EE.UU,Comerciales,Avion
1969-07-26,01:00,Sud Aviation SE-210 Caravelle 6N,37,30,7,33,30,3,crash landed attempting emergency landing fire electrical panel led cabin fire,Algeria,Comerciales,Avion
1969-07-26,12:00,Boeing 707-331C,5,0,5,5,0,5,crashed missed approach procedure loss directional control resulted intentional shutdown pumps supplying hydraulic pressure rudder without concurrent restoration power no4 engine contributing factor inadequacy hydraulic fluid loss emergency procedure applied operating configuration aircraft,EE.UU,Comerciales,Avion
